video_id,trending_date,title,channel_title,category_id,category_name,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed,Country,likes_prop,dislikes_prop,like_ratio
9DU58CzdMPo,2017-12-05,RECETTE BISCUIT PAIN D'EPICES XXL - CARL IS COOKING,Carl is cooking,26, Howto & Style,2017-12-04T15:59:24.000Z,4866,655,8,141,False,False,False,FR,0.9879336349924586,0.012066365007541479,81.875
9FVkXIj-wLQ,2017-12-15,WEARING KIM KARDASHIAN'S HAIR FOR A DAY!,Amber Scholl,26, Howto & Style,2017-12-13T02:26:31.000Z,444366,24962,445,2074,False,False,False,USA,0.9824851418900303,0.017514858109969694,56.09438202247191
9GqL1DSQDL0,2017-11-22,GET READY WITH ME + LILY! (we're so immature bye),makeupbymichaelfinch,26, Howto & Style,2017-11-09T22:00:00.000Z,395774,24109,771,1549,False,False,False,GB,0.9690112540192926,0.030988745980707395,31.269779507133592
9HtGfShpjV8,2017-11-18,Recette TAGLIATELLES MAISON et BOULETTES moelleuses au Grana Padano,Hervé Cuisine,26, Howto & Style,2017-11-17T08:00:01.000Z,15257,1198,7,163,False,False,False,FR,0.9941908713692946,0.005809128630705394,171.14285714285714
9KqtguPzNGk,2017-11-15,Je n'ai pas besoin d'homme dans ma vie !,Alexandre CORMONT (officiel),26, Howto & Style,2017-11-14T12:25:26.000Z,5790,332,10,43,False,False,False,FR,0.9707602339181286,0.029239766081871343,33.2
9fNvbeBLwGc,2017-11-15,HOLIDAY 2017 ⭐️ COLLECTION & SKIN FROST PALETTE REVEAL | Jeffree Star Cosmetics,jeffreestar,26, Howto & Style,2017-11-12T17:51:45.000Z,2010012,111876,1169,20228,False,False,False,CA,0.9896589853598124,0.010341014640187536,95.70230966638152
9fZIEWMn2qg,2017-12-10,Häkeln Loop Schal im Moss Stich | Caron Cake Wolle | Ein Knäul - Ein Schal | dünne Wolle,Tolle Wolle,26, Howto & Style,2017-12-09T09:00:01.000Z,6559,295,5,8,False,False,False,DE,0.9833333333333333,0.016666666666666666,59.0
9fkjrHVsyRw,2017-12-16,"Jung und blind: Wie ist es, plötzlich blind zu sein? (Teil 1) || PULS Reportage",PULS Reportage,26, Howto & Style,2017-12-13T14:00:02.000Z,267058,7302,154,757,False,False,False,DE,0.9793454935622318,0.02065450643776824,47.41558441558441
9kIb4yZHWfg,2017-12-16,THE TRUTH… $360 KYLIE COSMETICS BRUSH SET REVIEW,jeffreestar,26, Howto & Style,2017-12-14T03:01:13.000Z,2244346,130448,2050,20155,False,False,False,CA,0.9845280683482015,0.015471931651798517,63.63317073170732
9kPTnZ2WxXY,2017-12-16,"TUTO - 3 SLIMES DE NOEL : SANS COLLE, CRUNCHY ET PAILLETTES",Kidi Fun,26, Howto & Style,2017-12-15T12:46:31.000Z,5853,374,12,56,False,False,False,FR,0.9689119170984456,0.031088082901554404,31.166666666666668
9sbnGfWaOwQ,2018-01-04,Kris Wu Schools Sean Evans on Regional Chinese Food | Sean in the Wild,First We Feast,26, Howto & Style,2018-01-02T16:00:00.000Z,313731,11538,201,1187,False,False,False,CA,0.9828775875287503,0.01712241247124968,57.40298507462686
9sbnGfWaOwQ,2018-01-05,Kris Wu Schools Sean Evans on Regional Chinese Food | Sean in the Wild,First We Feast,26, Howto & Style,2018-01-02T16:00:00.000Z,340422,12400,212,1231,False,False,False,USA,0.9831906121154456,0.016809387884554394,58.490566037735846
9soLlXPL4zM,2017-12-03,Croissants - Food Wishes - Crispy Butter Croissants,Food Wishes,26, Howto & Style,2017-12-02T00:41:48.000Z,131717,6387,73,608,False,False,False,CA,0.9886996904024767,0.01130030959752322,87.4931506849315
A3UgrnpJ6qI,2017-12-28,17 BLAGUES DE COUPLE  À MOURIR DE RIRE ! LA GUERRE DES BLAGUES !,Troom Troom FR,26, Howto & Style,2017-12-27T13:00:01.000Z,225106,6130,372,869,False,False,False,FR,0.9427868348200553,0.05721316517994463,16.478494623655912
A4dycwoxZUY,2017-11-26,✶240 - [ VLOGMAS ] CADEAUX DE NOEL POUR 4 ENFANTS 2017,Mava Chou VLOG,26, Howto & Style,2017-11-25T09:20:38.000Z,17205,1110,27,114,False,False,False,FR,0.9762532981530343,0.023746701846965697,41.111111111111114
A6n-9NJvX_U,2017-12-04,♥ SCHARF AUF VERÄNDERUNG | Vlogmas Tag 2,Moin Yamina,26, Howto & Style,2017-12-03T09:44:50.000Z,5110,503,4,84,False,False,False,DE,0.9921104536489151,0.007889546351084813,125.75
A7v23ETVy24,2017-12-26,20 Trucs et Astuces pour l'Hiver à Essayer Absolument,Troom Troom FR,26, Howto & Style,2017-12-25T13:00:01.000Z,233649,6183,280,808,False,False,False,FR,0.9566764660374439,0.04332353396255609,22.082142857142856
AHl5qLNE-H8,2017-12-17,MON DEUXIÈME MATCH OFFICIEL !!!  FUTSAL #6,La Base,26, Howto & Style,2017-12-16T12:30:01.000Z,64963,4923,51,159,False,False,False,FR,0.9897466827503015,0.010253317249698432,96.52941176470588
ANn4SQm4_Xg,2017-12-09,DIY Elsa Frozen Cookies | Florian Mennen,Florian Mennen,26, Howto & Style,2017-12-08T15:00:00.000Z,9949,896,13,76,False,False,False,DE,0.9856985698569857,0.014301430143014302,68.92307692307692
AQnPujLx2Os,2017-12-05,MY BOYFRIEND’S DAD DOES MY MAKEUP | Jeffree Star,jeffreestar,26, Howto & Style,2017-12-03T18:26:43.000Z,1422265,82608,930,14469,False,False,False,CA,0.9888673418085183,0.011132658191481721,88.8258064516129
AT2u1MffDhU,2017-11-27,MAKEUP PLAYTIME & WEAR TEST | New Maybelline & More,emilynoel83,26, Howto & Style,2017-11-26T14:25:56.000Z,54548,4820,40,1145,False,False,False,CA,0.9917695473251029,0.00823045267489712,120.5
AVYOASw03sY,2017-12-28,23 GENIUS WAYS TO REUSE PLASTIC BOTTLES,5-Minute Crafts,26, Howto & Style,2017-12-27T08:30:02.000Z,1152232,15269,1095,1186,False,False,False,FR,0.9330848203373259,0.06691517966267416,13.944292237442923
AW9M7Cmzjj8,2017-12-07,These Enchiladas Are a Taste of Real Mexican Home-Cooking | Food Skills,First We Feast,26, Howto & Style,2017-12-04T20:00:00.000Z,99432,3364,63,417,False,False,False,USA,0.9816165742632039,0.018383425736796032,53.3968253968254
AWAXjJLkvco,2017-12-12,5 RECETTES DIY DE BAUME À LÈVRES,Troom Troom FR,26, Howto & Style,2017-12-11T13:00:03.000Z,212062,6420,188,799,False,False,False,FR,0.9715496368038741,0.028450363196125907,34.148936170212764
AXN0_eEo5-g,2017-11-16,ANTI-HAUL Holiday Gift Set Edition! Not Worth Your Money!,Manny Mua,26, Howto & Style,2017-11-15T21:02:09.000Z,277600,16620,403,2188,False,False,False,CA,0.9763261469776185,0.023673853022381484,41.240694789081886
AbAhbgSBPJs,2017-12-19,روتيني اليومي في تنظيف البيت تنظيم الوقت في الترتيب والتنظيف بشكل يومي قاعدة 10 دقائق,Malak World - عالم ملاك,26, Howto & Style,2017-12-18T08:00:01.000Z,62310,5077,166,712,False,False,False,FR,0.9683387373641045,0.03166126263589548,30.58433734939759
Ali918UJSpU,2017-12-14,The One Chip Challenge LIVE!!!,ThreadBanger,26, Howto & Style,2017-12-11T03:13:56.000Z,171554,5981,250,794,False,False,False,USA,0.9598780292087947,0.04012197079120526,23.924
Alt2HGrsfnw,2017-12-17,Do You Need a Dedicated Avocado Slicer? — You Can Do This!,Eater,26, Howto & Style,2017-12-13T15:00:01.000Z,41254,604,86,96,False,False,False,USA,0.8753623188405797,0.1246376811594203,7.023255813953488
AmBd-pfPBWo,2018-01-04,"8 DIY LIPPENBALSAM, PEELING UND LIPGLOSS REZEPTE",Troom Troom De,26, Howto & Style,2018-01-03T13:00:01.000Z,65691,2513,64,209,False,False,False,DE,0.9751649204501358,0.02483507954986418,39.265625
An899SkTT54,2018-01-04,Kabardıkça kabaran TAHİNLİ KEK TARİFİ - Yumuşacık çok lezzetli,Nefis Yemek Tarifleri,26, Howto & Style,2018-01-03T13:00:10.000Z,42696,1253,15,87,False,False,False,DE,0.9881703470031545,0.011829652996845425,83.53333333333333
AopLxYdALEU,2017-11-28,Using Failure as Design,Peter Brown,26, Howto & Style,2017-11-27T01:58:44.000Z,149143,8837,65,955,False,False,False,CA,0.9926982700516738,0.007301729948326219,135.95384615384614
AqN7v48bpsw,2017-11-26,Servietten falten für Weihnachten - einfache Deko Ideen für einen festlichen Tisch,Geniale Tricks,26, Howto & Style,2017-11-24T12:00:01.000Z,17847,388,4,11,False,False,False,DE,0.9897959183673469,0.01020408163265306,97.0
AzcfqrNdSBE,2018-01-05,Canchanchara - YouCook Cocktail,YouCook Cuisine,26, Howto & Style,2018-01-04T16:30:00.000Z,30870,2906,24,154,False,False,False,FR,0.9918088737201365,0.008191126279863481,121.08333333333333
B-p639XObHU,2017-12-20,CRASH TEST : faire des Marshmallows,Alexandre Calvez,26, Howto & Style,2017-12-17T18:00:07.000Z,297206,20754,320,1228,False,False,False,FR,0.9848154123564582,0.015184587643541804,64.85625
B4ygP2MIQic,2017-11-19,La première leçon - GEORGIA HORACKOVA,Georgia Horackova,26, Howto & Style,2017-11-17T16:43:36.000Z,52200,4470,177,213,False,False,False,FR,0.9619109102646869,0.03808908973531311,25.25423728813559
B5gu6o6CIDA,2017-12-30,How to make Gingerbread Cupcakes!,iJustine,26, Howto & Style,2017-12-23T18:23:30.000Z,147586,6294,413,806,False,False,False,USA,0.9384225436111525,0.06157745638884747,15.239709443099274
BB0rOrGHWPk,2017-12-18,Adventsgrüße - Liebe Grüße zum 3. Advent / Schöner Gruß zum Dritten Advent für dich !,Mac Paverick,26, Howto & Style,2017-12-17T07:00:00.000Z,9687,69,6,23,False,False,False,DE,0.92,0.08,11.5
BBqa0pjGtkE,2017-12-11,HOME TOUR │AVANT / APRES TRAVAUX ⚒,THE WORLD OF SISTERS,26, Howto & Style,2017-12-10T08:00:01.000Z,41825,6223,32,501,False,False,False,FR,0.9948840927258193,0.005115907274180656,194.46875
BEweWXa5Twk,2017-11-14,FACE SURGERY WITH MAKEUP,Christen Dominique,26, Howto & Style,2017-11-09T03:27:36.000Z,471266,23634,460,1714,False,False,False,USA,0.9809081099028804,0.019091890097119615,51.37826086956522
BFpURJDyv_k,2017-11-25,HOLIDAY GIFT IDEAS & GIVEAWAY -  MAKEUP KITS,Lisa Eldridge,26, Howto & Style,2017-11-24T17:22:17.000Z,43751,2831,13,4150,False,False,False,CA,0.9954289732770746,0.004571026722925457,217.76923076923077
BMoAaw8wKjs,2017-11-18,Tuto nail art marbré vernis semi-permanent,Tartofraises nail art,26, Howto & Style,2017-11-17T10:56:52.000Z,7166,570,6,29,False,False,False,FR,0.9895833333333334,0.010416666666666666,95.0
BUS99d4NIHA,2017-11-18,How To Make a Breakfast Pizza,HowToBasic,26, Howto & Style,2017-11-17T17:59:03.000Z,574332,49587,1913,5298,False,False,False,DE,0.9628543689320388,0.03714563106796116,25.92106638787245
BUS99d4NIHA,2017-11-18,How To Make a Breakfast Pizza,HowToBasic,26, Howto & Style,2017-11-17T17:59:03.000Z,574332,49588,1913,5298,False,False,False,FR,0.9628550901924234,0.03714490980757655,25.921589127025616
BVm7gZR_w-Y,2017-11-29,ASMR 🕯️Cozy Whisper Chat and Coloring 🕯️,Gentle Whispering ASMR,26, Howto & Style,2017-11-28T00:13:06.000Z,282208,9787,273,1858,False,False,False,CA,0.9728628230616302,0.02713717693836978,35.84981684981685
BWPrk9PUwQE,2017-11-17,iPhone X vs Makeup Transformation (Face ID TEST),dope2111,26, Howto & Style,2017-11-12T00:45:54.000Z,1856410,38114,2049,2768,False,False,False,USA,0.9489828947040809,0.05101710529591913,18.601268911664228
BaPXooxJp00,2017-11-14,Je réinspire ma vie - GEORGIA HORACKOVA,Georgia Horackova,26, Howto & Style,2017-11-12T18:25:11.000Z,102674,11082,256,681,False,False,False,FR,0.9774210619156818,0.022578938084318222,43.2890625
Bbot9-r1_sk,2017-12-24,20 Life Hacks For Winter You Need To Try,Troom Troom,26, Howto & Style,2017-12-22T20:00:01.000Z,1307061,18545,1071,1170,False,False,False,CA,0.9454017128874388,0.05459828711256118,17.315592903828197
BcZuvOSgFWM,2017-12-17,EMILY AWARDS: Finale 2017 | MVPs & MORE,emilynoel83,26, Howto & Style,2017-12-16T15:20:20.000Z,52232,6385,36,936,False,False,False,CA,0.9943933966671858,0.005606603332814203,177.36111111111111
Bhg9I26EghQ,2017-12-07,WHAT I'VE BEEN UP TO (AN EMOTIONAL VIDEO DIARY) | Lily Pebbles,Lily Pebbles,26, Howto & Style,2017-12-03T09:30:00.000Z,108331,4373,264,409,False,False,False,GB,0.9430666379124434,0.05693336208755661,16.564393939393938
BjQ6hFnUsdg,2017-11-28,Making Pasta for Gordon Ramsay | Step Up To The Plate,SORTEDfood,26, Howto & Style,2017-11-26T16:00:01.000Z,162468,7455,186,461,False,False,False,CA,0.9756576364350216,0.024342363564978407,40.08064516129032
Bk53zvX0-6Q,2017-12-20,Diese Dessert Rezepte sind perfekt für dein Weihnachtsmenü!,Leckerschmecker,26, Howto & Style,2017-12-18T09:50:04.000Z,63427,1277,34,14,False,False,False,DE,0.9740655987795576,0.02593440122044241,37.55882352941177
BkByHgnZcck,2018-01-04,27 ASTUCES CULINAIRES DONT TU N'AVAIS AUCUNE IDÉE,BRICO SYMPA,26, Howto & Style,2018-01-03T17:00:00.000Z,3710,135,13,46,False,False,False,FR,0.9121621621621622,0.08783783783783784,10.384615384615385
BkVdJ90HHT4,2017-12-06,Bienvenue sur le culte en direct de La Porte Ouverte,La Porte Ouverte,26, Howto & Style,2017-12-05T21:33:01.000Z,1523,40,1,0,False,False,False,FR,0.975609756097561,0.024390243902439025,40.0
BobM-istlWw,2017-12-11,"4 DIY de noël - Couronne, guirlande, photophore, string art",Les bonheurs de Camille,26, Howto & Style,2017-12-10T15:00:02.000Z,9361,1000,17,120,False,False,False,FR,0.983284169124877,0.01671583087512291,58.8235294117647
Bt7FE6gFm78,2018-01-01,Paris passe en 2018 avec un feu d'artifice,AFP,26, Howto & Style,2018-01-01T00:07:17.000Z,3301,68,3,1,False,False,False,FR,0.9577464788732394,0.04225352112676056,22.666666666666668
BuDezIl0mLE,2017-12-30,DIY ┋ UN LIT AVEC UN TIROIR !! 🙀 ???  POUR CHAT / CHIEN FACILE - RECUP - DECO français,By Isnata,26, Howto & Style,2017-12-29T16:00:01.000Z,8234,744,20,85,False,False,False,FR,0.9738219895287958,0.02617801047120419,37.2
Bw_Tk7UBnvQ,2017-12-24,Wir wünschen Euch ein frohes Fest - Beas Rezepte und Ideen,Beas Rezepte und Ideen,26, Howto & Style,2017-12-23T12:27:44.000Z,5540,355,12,229,False,False,False,DE,0.9673024523160763,0.0326975476839237,29.583333333333332
BxPUHMe4D20,2017-12-31,80 ASTUCES DE BRICOLAGE IMPRESSIONNANTES ET ÉCONOMIQUES QUE TU DOIS ESSAYER,BRICO SYMPA,26, Howto & Style,2017-12-30T17:00:01.000Z,5070,161,4,25,False,False,False,FR,0.9757575757575757,0.024242424242424242,40.25
ByIfLp_Dqes,2017-11-20,NIKE X OFF-WHITE 2 PAIRES DE LA COLLECTION THE TEN BY VIRGIL ABLOH,TONTON GIBS SNEAKERS,26, Howto & Style,2017-11-19T18:30:00.000Z,32442,2949,13,197,False,False,False,FR,0.9956110735989196,0.004388926401080351,226.84615384615384
BypPq2tWoj4,2017-12-15,BATTLE: Comment vous me préférez? 😈⚡️ Look Make up Matte ou Metallic? 🙊,LufyMakes YouUp,26, Howto & Style,2017-12-14T14:14:05.000Z,134551,14090,106,5109,False,False,False,FR,0.9925331079177233,0.007466892082276698,132.9245283018868
ByqBT1loIFI,2017-11-25,Et tout le monde s'en fout #16 - Les hommes -,Et tout le monde s'en fout,26, Howto & Style,2017-11-24T16:30:00.000Z,101257,13964,475,1017,False,False,False,CA,0.9671029849712584,0.0328970150287416,29.397894736842105
ByqBT1loIFI,2017-11-27,Et tout le monde s'en fout #16 - Les hommes -,Et tout le monde s'en fout,26, Howto & Style,2017-11-24T16:30:00.000Z,198488,21205,830,1507,False,False,False,FR,0.9623326525981393,0.037667347401860674,25.548192771084338
Bze3VoLmTTs,2017-12-15,HIS & HERS BOUJEE NIGHT OUT! VLOGMAS WEEK 1,Patricia Bright,26, Howto & Style,2017-12-03T21:12:33.000Z,304917,13511,215,1204,False,False,False,GB,0.9843362960804313,0.0156637039195687,62.84186046511628
C2qCFay8HVk,2017-12-12,"Diese 2 Zutaten reinigen die Leber, die Bauchspeicheldrüse und die Nieren",Gesundheitsblatt,26, Howto & Style,2017-12-11T17:00:01.000Z,13789,1310,15,48,False,False,False,DE,0.9886792452830189,0.011320754716981131,87.33333333333333
C7o5sSmlXXw,2017-12-31,Menu fêtes de fin d'année: Déco-entrée-plat et dessert,La Cuisine de Lynoucha,26, Howto & Style,2017-12-30T13:30:10.000Z,6040,278,21,40,False,False,False,FR,0.9297658862876255,0.07023411371237458,13.238095238095237
C9EHdqaszVE,2018-01-03,Culte du Mardi 2 Janvier 2018 de La Porte Ouverte,La Porte Ouverte,26, Howto & Style,2018-01-02T21:17:49.000Z,1939,109,0,1,False,False,False,FR,1.0,0.0,inf
CCGvtxFHBmA,2017-11-23,Anwendung FENSTERSCHNAPPER - Deal aus der VOX Show @Die Höhle der Löwen,QVCDeutschland,26, Howto & Style,2017-11-21T20:00:01.000Z,15054,46,144,44,False,False,False,DE,0.24210526315789474,0.7578947368421053,0.3194444444444444
CJ-fT11f9Cc,2017-11-29,REZEPT: GEBRANNTE MANDELN IN 4 MINUTEN - WIE VOM KIRMES/JAHRMARKT - schnell & einfach selber machen!,ehrlichesessen,26, Howto & Style,2017-11-27T19:53:11.000Z,13087,927,27,109,False,False,False,DE,0.9716981132075472,0.02830188679245283,34.333333333333336
CJHHiot9yBY,2017-12-05,ULTIMATE GRILLED CHEESE BATTLE,SORTEDfood,26, Howto & Style,2017-12-03T16:00:01.000Z,151868,5432,74,802,False,False,False,CA,0.9865601162368326,0.013439883763167454,73.4054054054054
CJHHiot9yBY,2017-12-04,ULTIMATE GRILLED CHEESE BATTLE,SORTEDfood,26, Howto & Style,2017-12-03T16:00:01.000Z,96349,4243,54,699,False,False,False,DE,0.9874330928554805,0.012566907144519432,78.57407407407408
CL-HITe4EJI,2017-12-09,Can you play a CHOCOLATE record?  How To Cook That Ann Reardon,How To Cook That,26, Howto & Style,2017-12-08T08:30:07.000Z,94733,3424,75,2170,False,False,False,CA,0.9785653043726779,0.021434695627322094,45.653333333333336
CLiP7_Q5JUY,2018-01-05,GIGI HADID MAYBELLINE COLLECTION 😫🗯 First Impressions... WTF,Shaaanxo,26, Howto & Style,2018-01-03T21:00:44.000Z,247755,14109,246,3681,False,False,False,CA,0.9828631138975966,0.017136886102403343,57.353658536585364
CPIAxzu-kn0,2018-01-01,What MIKE Got For CHRISTMAS! | Fleur De Force,Fleur DeForce,26, Howto & Style,2017-12-31T17:00:01.000Z,56752,6698,33,639,False,False,False,CA,0.9950973109493388,0.00490268905066112,202.96969696969697
CR9zYgr84QY,2017-11-22,Chocolate Orange Autumn Cupcakes | Cupcake Jemma,CupcakeJemma,26, Howto & Style,2017-11-09T18:30:01.000Z,144066,6306,58,269,False,False,False,GB,0.9908862350722816,0.009113764927718416,108.72413793103448
CR9zYgr84QY,2017-11-14,Chocolate Orange Autumn Cupcakes | Cupcake Jemma,CupcakeJemma,26, Howto & Style,2017-11-09T18:30:01.000Z,122669,5723,55,263,False,False,False,USA,0.9904811353409484,0.009518864659051576,104.05454545454545
CUJgWMy4m1I,2017-12-01,DRAW MY LIFE (JDESSINE MA VIE) - SHERA KERIENSKI,Shera Kerienski,26, Howto & Style,2017-11-29T17:06:52.000Z,582523,65033,661,4239,False,False,False,FR,0.9899381983133924,0.010061801686607605,98.3857791225416
CVPp5FtQN8E,2017-12-05,Disney Princess Hand Pies,Pies Are Awesome,26, Howto & Style,2017-11-30T00:54:50.000Z,2082,20,0,5,False,False,False,USA,1.0,0.0,inf
CWrjDoEBQsw,2017-11-28,How To Make A THANKSGIVING ROAST HAM Out Of Pink Vanilla CAKE | Yolanda Gampp | How To Cake It,How To Cake It,26, Howto & Style,2017-11-21T15:59:21.000Z,612653,23052,301,2125,False,False,False,GB,0.9871108637005952,0.012889136299404788,76.58471760797342
CWrjDoEBQsw,2017-11-28,How To Make A THANKSGIVING ROAST HAM Out Of Pink Vanilla CAKE | Yolanda Gampp | How To Cake It,How To Cake It,26, Howto & Style,2017-11-21T15:59:21.000Z,612653,23052,301,2125,False,False,False,USA,0.9871108637005952,0.012889136299404788,76.58471760797342
CYLWkh9UowI,2017-11-27,À la découverte d'Yves Rocher 🌿,THE WORLD OF SISTERS,26, Howto & Style,2017-11-26T08:00:01.000Z,26797,2129,58,125,False,False,False,FR,0.9734796524919982,0.026520347508001828,36.706896551724135
CcdgO10VbcQ,2017-12-25,25 EASY GIFT WRAPPING IDEAS AND HACKS,5-Minute Crafts,26, Howto & Style,2017-12-23T08:30:01.000Z,4128228,55961,3633,2331,False,False,False,CA,0.9390374869953351,0.060962513004664896,15.40352325901459
CcdgO10VbcQ,2017-12-25,25 EASY GIFT WRAPPING IDEAS AND HACKS,5-Minute Crafts,26, Howto & Style,2017-12-23T08:30:01.000Z,4128228,55961,3633,2331,False,False,False,DE,0.9390374869953351,0.060962513004664896,15.40352325901459
CcdgO10VbcQ,2017-12-25,25 EASY GIFT WRAPPING IDEAS AND HACKS,5-Minute Crafts,26, Howto & Style,2017-12-23T08:30:01.000Z,4128228,55961,3633,2331,False,False,False,FR,0.9390374869953351,0.060962513004664896,15.40352325901459
CegHONl1V-g,2017-11-21,Recette de Praliné Amandes Noisettes Maison,JustInCooking,26, Howto & Style,2017-11-20T15:30:00.000Z,3082,418,4,116,False,False,False,FR,0.990521327014218,0.009478672985781991,104.5
CgIYnbGDDtY,2017-12-22,Giant Cheese-Stuffed Burger,Tasty,26, Howto & Style,2017-12-21T17:00:30.000Z,188585,6572,178,397,False,False,False,CA,0.9736296296296296,0.02637037037037037,36.92134831460674
Ci-nPUUvTIY,2017-12-16,Orangen Tiramisu / fruchtiges Weihnachtsdessert,Sallys Welt,26, Howto & Style,2017-12-15T10:00:01.000Z,62975,2584,94,201,False,False,False,DE,0.9648991784914115,0.0351008215085885,27.48936170212766
Cl5TrztZtp8,2017-12-16,GÂTEAU CHOCOLAT FRAMBOISE ET CRÈME DE MARRON FACILE FEAT .HERVÉ CUISINE ET CUISINERAPIDE,cuisinerapide,26, Howto & Style,2017-12-15T10:00:03.000Z,13925,1203,22,181,False,False,False,FR,0.9820408163265306,0.017959183673469388,54.68181818181818
Co_CkhhPOWk,2017-12-14,GELNÄGEL WINTER DESIGN | Ballerina Nägel auffüllen | Lynibox,LyniNails,26, Howto & Style,2017-12-13T16:20:46.000Z,2439,143,1,12,False,False,False,DE,0.9930555555555556,0.006944444444444444,143.0
CsR7o3I2ExI,2017-12-23,10 spannende Rätsel die dich grübeln lassen!,Generation Sonnenschein,26, Howto & Style,2017-12-22T16:30:00.000Z,4092,346,24,106,False,False,False,DE,0.9351351351351351,0.06486486486486487,14.416666666666666
CyBeUx6A-iU,2017-12-04,23 ASTUCES ETONNANTES AVEC DU DENTIFRICE,Troom Troom FR,26, Howto & Style,2017-12-03T13:00:01.000Z,147209,6085,138,984,False,False,False,FR,0.9778242005463603,0.022175799453639723,44.094202898550726
CzCfd0eaWoA,2017-11-28,We Bought a 100 Year Old Fixer Upper - Man Vs House Ep.1,ThreadBanger,26, Howto & Style,2017-11-25T19:10:01.000Z,1239500,85638,1024,7844,False,False,False,CA,0.9881839791373381,0.011816020862661836,83.630859375
CzCfd0eaWoA,2017-11-26,We Bought a 100 Year Old Fixer Upper - Man Vs House Ep.1,ThreadBanger,26, Howto & Style,2017-11-25T19:10:01.000Z,721104,61881,600,6587,False,False,False,DE,0.9903970807125366,0.00960291928746339,103.135
CzCfd0eaWoA,2017-12-02,We Bought a 100 Year Old Fixer Upper - Man Vs House Ep.1,ThreadBanger,26, Howto & Style,2017-11-25T19:10:01.000Z,1361969,90736,1102,8234,False,False,False,USA,0.9880006097693765,0.01199939023062349,82.33756805807623
DANTKPTiIcI,2017-11-26,15 HANDY HACKS + DIYs DIE DU KENNEN SOLLTEST,Troom Troom De,26, Howto & Style,2017-11-24T13:00:03.000Z,295905,5189,910,389,False,False,False,DE,0.8507952123298902,0.14920478767010986,5.702197802197802
DAu_jF-9AXs,2017-12-20,Glowy Coral Makeup (With Subs) 촉촉 코랄 메이크업,PONY Syndrome,26, Howto & Style,2017-12-19T08:00:03.000Z,753260,38260,246,1542,False,False,False,CA,0.9936113852386641,0.006388614761335895,155.52845528455285
DB2qwfBeV1g,2017-11-17,This Healthy Tiny Home Gives A Young Family A Bright Future,Living Big In A Tiny House,26, Howto & Style,2017-11-16T17:30:00.000Z,40266,2045,72,274,False,False,False,CA,0.9659896079357582,0.03401039206424185,28.40277777777778
DBYch9PJzQM,2017-12-17,袁立在镜头前还原当时舞台上的过程！,smith will,26, Howto & Style,2017-12-15T10:43:00.000Z,73196,924,45,601,False,False,False,CA,0.9535603715170279,0.04643962848297214,20.533333333333335
DD-Nwj_cFes,2017-12-25,COMMENT CONSTRUIRE UN IPHONE X COMESTIBLE ? (Ft Jojol),FastGoodCuisine,26, Howto & Style,2017-12-23T16:00:03.000Z,293300,20377,810,536,False,False,False,FR,0.9617690092981546,0.03823099070184547,25.15679012345679
DMoRdv2aj3w,2018-01-04,Ma playlist dessins animés VS celle de ma soeur 🙈😂 (on se lâche),Sananas,26, Howto & Style,2018-01-03T11:00:00.000Z,126043,9917,627,1498,False,False,False,FR,0.9405349013657056,0.05946509863429439,15.81658692185008
DRFzldUDa-Y,2017-12-11,Holiday Glam Makeup & Hair Tutorial,Christen Dominique,26, Howto & Style,2017-12-10T03:14:49.000Z,240301,16833,174,1395,False,False,False,CA,0.9897689186805433,0.010231081319456695,96.74137931034483
DY4rxtl0zmE,2018-01-03,Recette de la Brioche des Rois aux Fruits Confits,JustInCooking,26, Howto & Style,2018-01-02T16:01:29.000Z,6281,698,5,150,False,False,False,FR,0.9928876244665719,0.007112375533428165,139.6
D_IckBgTdeU,2017-12-29,HOT PINK GLAM MAKEUP TUTORIAL - Late 70s Inspired,Lisa Eldridge,26, Howto & Style,2017-12-28T18:09:12.000Z,55806,4026,146,469,False,False,False,CA,0.9650047938638543,0.034995206136145734,27.575342465753426
D_tWzMSxdO0,2017-11-24,Abgelaufene Lebensmittel: Wie lange sind sie wirklich essbar? || PULS Reportage,PULS Reportage,26, Howto & Style,2017-11-22T14:00:00.000Z,74485,2238,29,655,False,False,False,DE,0.9872077635641817,0.012792236435818262,77.17241379310344
Da2crn5NXc4,2017-12-05,Easy Festive DIY Ideas | Zoella,Zoella,26, Howto & Style,2017-11-22T18:00:02.000Z,1162900,73330,3324,1324,False,False,False,GB,0.9566363138257625,0.043363686174237484,22.060770156438025
Da2crn5NXc4,2017-11-29,Easy Festive DIY Ideas | Zoella,Zoella,26, Howto & Style,2017-11-22T18:00:02.000Z,1018706,68667,2854,984,False,False,False,USA,0.9600956362466968,0.039904363753303224,24.059915907498247
DgOUdtUlL24,2017-12-04,My Pretty Little Liars Audition Tape! | Shay Mitchell,Shay Mitchell,26, Howto & Style,2017-12-01T19:00:00.000Z,2766657,133446,611,3898,False,False,False,CA,0.9954422372572861,0.00455776274271392,218.40589198036005
DgOUdtUlL24,2017-12-08,My Pretty Little Liars Audition Tape! | Shay Mitchell,Shay Mitchell,26, Howto & Style,2017-12-01T19:00:00.000Z,3842533,169168,914,4749,False,False,False,USA,0.9946261215178561,0.005373878482143907,185.08533916849015
