video_id,trending_date,title,channel_title,category_id,category_name,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,video_error_or_removed,Country,likes_prop,dislikes_prop,like_ratio
JepXeXmEh5o,2017-11-17,ADVENTSKRANZ - WINTERWALD MIT SPECIAL EFFECT + GEWINNSPIEL,Flowers By Schouten,26, Howto & Style,2017-11-15T18:00:24.000Z,18741,1142,32,201,False,False,False,DE,0.9727427597955707,0.027257240204429302,35.6875
JjCxSTOSOJs,2017-12-02,Kebab aus dem Ofen mit Bratkartoffeln / deutsch-türkische Küche,Sallys Welt,26, Howto & Style,2017-12-01T10:00:01.000Z,44056,1842,85,210,False,False,False,DE,0.9558899844317592,0.04411001556824079,21.67058823529412
JsrjuxqVA_8,2017-11-19,Glitter Purple Sunset | Morphe 39A - Colourpop SUPERNOVA Shadow + NEW UD All Nighter Concealer!,KathleenLights,26, Howto & Style,2017-11-17T14:00:01.000Z,288418,18423,197,1335,False,False,False,CA,0.9894199785177229,0.010580021482277121,93.51776649746193
Jw1Y-zhQURU,2017-11-27,John Lewis Christmas Ad 2017 - #MozTheMonster,John Lewis,26, Howto & Style,2017-11-10T07:38:29.000Z,8721841,63875,12539,8121,False,False,False,GB,0.8359070327426912,0.16409296725730887,5.094106388069224
Jw1Y-zhQURU,2017-11-17,John Lewis Christmas Ad 2017 - #MozTheMonster,John Lewis,26, Howto & Style,2017-11-10T07:38:29.000Z,8041928,60434,11437,7545,False,False,False,USA,0.8408676656787856,0.1591323343212144,5.284077992480546
JzDzrO3IGjo,2017-12-11,12 ASTUCES POUR CACHER LA NOURRITURE À MANGER EN CLASSE / BLAGUES A FAIRE EN COURS,Troom Troom FR,26, Howto & Style,2017-12-08T13:00:01.000Z,699257,12767,985,1176,False,False,False,CA,0.9283740546829552,0.07162594531704479,12.961421319796955
JzDzrO3IGjo,2017-12-10,12 ASTUCES POUR CACHER LA NOURRITURE À MANGER EN CLASSE / BLAGUES A FAIRE EN COURS,Troom Troom FR,26, Howto & Style,2017-12-08T13:00:01.000Z,586433,11681,850,1073,False,False,False,FR,0.9321682228074376,0.06783177719256245,13.74235294117647
Jze8utzpLhg,2017-12-22,How To Regrow Everything,BuzzFeed Nifty,26, Howto & Style,2017-12-17T23:30:18.000Z,37102,2513,22,86,False,False,False,USA,0.9913214990138067,0.008678500986193294,114.22727272727273
K-yazBBF3gE,2017-12-17,Popcorn Rice,JunsKitchen,26, Howto & Style,2017-12-15T12:40:44.000Z,842207,60586,450,4604,False,False,False,CA,0.9926273019201782,0.007372698079821744,134.63555555555556
K-yazBBF3gE,2017-12-16,Popcorn Rice,JunsKitchen,26, Howto & Style,2017-12-15T12:40:44.000Z,493279,45964,236,3604,False,False,False,DE,0.9948917748917749,0.005108225108225109,194.76271186440678
K-yazBBF3gE,2017-12-22,Popcorn Rice,JunsKitchen,26, Howto & Style,2017-12-15T12:40:44.000Z,1121109,72560,596,4818,False,False,False,USA,0.991853026409317,0.008146973590682925,121.74496644295301
K5ENzcrFSwE,2017-12-18,"Schau was mit deinem Körper passiert, wenn du jeden morgen Mandeln isst!",Gesundheitsblatt,26, Howto & Style,2017-12-17T17:00:01.000Z,10350,790,12,36,False,False,False,DE,0.9850374064837906,0.014962593516209476,65.83333333333333
K7U1Hgfebuo,2017-12-01,DUMPSTER ART CHALLENGE: From TRASH to ART!,Draw with Jazza,26, Howto & Style,2017-11-29T10:34:15.000Z,450887,33925,176,5061,False,False,False,CA,0.9948388610304684,0.005161138969531685,192.7556818181818
KCkGeinf3-A,2017-11-18,Edle Adventskränze,Imke Riedebusch,26, Howto & Style,2017-11-17T14:20:27.000Z,13649,428,20,32,False,False,False,DE,0.9553571428571429,0.044642857142857144,21.4
KDKTckoA3ig,2017-11-22,Une Journée dans mon Assiette | Vegan & Riche en fer | Alice Esmeralda,Alice Esmeralda,26, Howto & Style,2017-11-20T20:20:10.000Z,18684,1908,19,136,False,False,False,FR,0.9901401141670991,0.009859885832900882,100.42105263157895
KHiJ1VLWbv8,2018-01-01,TRAMPOLINE PARK : Une chute mémorable  😂 / Family Vlog,LoryLyn,26, Howto & Style,2017-12-31T16:00:01.000Z,56749,3457,60,465,False,False,False,FR,0.9829400056866647,0.017059994313335228,57.61666666666667
KMmXvAncPqk,2017-12-11,HUGE ASOS HAUL! THE BEST FINDS | Samantha Maria,Samantha Maria,26, Howto & Style,2017-12-06T19:22:23.000Z,112648,5421,94,331,False,False,False,GB,0.9829555757026291,0.017044424297370808,57.670212765957444
KOUxLhYVgGw,2017-11-17,Rosé Facial in New York City,INSIDER,26, Howto & Style,2017-11-16T20:17:25.000Z,6582,174,8,22,False,False,False,USA,0.9560439560439561,0.04395604395604396,21.75
KPuYy9u-BB0,2017-11-15,Gateau SAPIN 3D CHOCOLAT ! Première recette de NOEL 2017,Hervé Cuisine,26, Howto & Style,2017-11-14T07:00:00.000Z,16947,1221,21,135,False,False,False,FR,0.9830917874396136,0.016908212560386472,58.142857142857146
KU-GcoWD5_A,2017-11-15,80's SciFi Egyptian - Character Design Session!,Draw with Jazza,26, Howto & Style,2017-11-14T04:40:26.000Z,220893,15261,70,1832,False,False,False,CA,0.995434087795969,0.004565912204031048,218.0142857142857
KX0fOxBVMRc,2018-01-05,Ritzy Parmesan Chicken Bites | Episode 1220,Laura in the Kitchen,26, Howto & Style,2017-12-30T03:27:12.000Z,211793,6797,221,352,False,False,False,USA,0.9685095468794528,0.031490453120547164,30.755656108597286
KYuYayw_56g,2017-11-20,♥ WARUM ICH WIEDER RUHIG SCHLAFEN KANN,Moin Yamina,26, Howto & Style,2017-11-19T14:58:47.000Z,17879,2558,25,216,False,False,False,DE,0.9903213317847465,0.009678668215253582,102.32
KaGSv3_sz4Y,2018-01-01,7 SMS pour souhaiter Bonne Année 2018 - Messages pour Nouvel An -Texte à partager en janvier,ProverbesSurLaVie,26, Howto & Style,2017-12-31T11:42:43.000Z,25340,115,19,12,False,False,False,FR,0.8582089552238806,0.1417910447761194,6.052631578947368
Kap77SLzVyI,2017-12-11,A NEW WAY TO SHOP | Lily Pebbles,Lily Pebbles,26, Howto & Style,2017-12-06T18:30:00.000Z,70419,2236,145,160,False,False,False,GB,0.9391012179756405,0.06089878202435951,15.420689655172414
Kgf5cF_NVEI,2017-12-16,URLAUBS ROUTINE! 27 REISE HACKS FÜR DEN URLAUB,Troom Troom De,26, Howto & Style,2017-12-15T13:00:03.000Z,90746,3032,115,244,False,False,False,DE,0.963457260883381,0.036542739116619004,26.36521739130435
Kim9veWgV0k,2017-11-20,15 BASTELN LIFE HACKS UND DIYs FÜR DIE SCHULE,Troom Troom De,26, Howto & Style,2017-11-17T13:00:02.000Z,296528,5507,565,369,False,False,False,DE,0.9069499341238472,0.09305006587615283,9.746902654867256
KrAHaLkqfHY,2017-12-06,15 ASTUCES GÉNIALES DE BRICOLAGE,BRICO SYMPA,26, Howto & Style,2017-12-05T17:00:02.000Z,2147,134,6,15,False,False,False,FR,0.9571428571428572,0.04285714285714286,22.333333333333332
KrxDhokzEv4,2017-12-08,Razer Phone Durability test - Scratch BURN and BEND tested!,JerryRigEverything,26, Howto & Style,2017-11-27T15:27:42.000Z,819723,25057,906,3794,False,False,False,GB,0.9651041867272657,0.03489581327273428,27.65673289183223
KrxDhokzEv4,2017-12-03,Razer Phone Durability test - Scratch BURN and BEND tested!,JerryRigEverything,26, Howto & Style,2017-11-27T15:27:42.000Z,759274,24368,837,4077,False,False,False,USA,0.9667923031144614,0.03320769688553858,29.113500597371566
Ks3OUSc40TQ,2017-11-27,14 Back To School Life Hacks,Troom Troom,26, Howto & Style,2017-11-24T20:00:01.000Z,1636180,22059,966,1698,False,False,False,CA,0.9580456026058632,0.04195439739413681,22.835403726708076
KtKNzuRM7jk,2017-12-29,LES MEILLEURS COOKIES DU MONDE ! (Recette facile et rapide),FastGoodCuisine,26, Howto & Style,2017-12-27T13:00:03.000Z,114241,8650,191,603,False,False,False,FR,0.9783961090374392,0.021603890962560796,45.287958115183244
KvWAoAHpQ7o,2017-11-26,Kit slime cléopâtre ! Nouvelle méthode de slime ! recette slime impossible à rater !,Reva Ytb,26, Howto & Style,2017-11-25T10:00:00.000Z,61680,2170,65,273,False,False,False,FR,0.970917225950783,0.029082774049217,33.38461538461539
Kx90AspFmEA,2018-01-05,WHAT I GOT FOR CHRISTMAS 2017 | VLOGMAS 68,Inthefrow,26, Howto & Style,2017-12-27T19:03:32.000Z,148115,4437,169,244,False,False,False,GB,0.9633087277464177,0.036691272253582284,26.254437869822485
KyoaUrViMrE,2017-12-16,21 ASTUCES BRILLANTES POUR L'ÉCOLE,BRICO SYMPA,26, Howto & Style,2017-12-15T18:59:12.000Z,7461,218,10,15,False,False,False,FR,0.956140350877193,0.043859649122807015,21.8
L7nLolI4f9k,2017-12-08,Baby room tour !⎪JENESUISPASJOLIE,jenesuispasjolie,26, Howto & Style,2017-12-06T17:00:01.000Z,210649,14607,206,928,False,False,False,FR,0.9860932964288125,0.01390670357118747,70.90776699029126
L8BQhQzdK8Q,2017-12-23,♡• RECETTE LAYER CAKE RENNE DE NOËL | AU CHOCOLAT !! •♡,L'atelier de Roxane,26, Howto & Style,2017-12-22T16:00:05.000Z,95818,14526,92,2200,False,False,False,FR,0.9937063893829525,0.0062936106170474754,157.8913043478261
L99Bi097wak,2017-11-16,My High-Street Style Favourites | The Anna Edit,The Anna Edit,26, Howto & Style,2017-11-05T09:33:44.000Z,81157,2494,97,120,False,False,False,GB,0.9625627170976457,0.037437282902354305,25.711340206185568
LCCHMx2hQJU,2017-12-16,🤦🏻‍♂️ Weihnachten mit meiner Familie 🙄 Storytime | Florian Mennen,Florian Mennen,26, Howto & Style,2017-12-15T15:00:02.000Z,8882,910,29,85,False,False,False,DE,0.9691160809371672,0.0308839190628328,31.379310344827587
LR8--ZDYjqo,2017-12-16,JE TESTE UNE RATION DE COMBAT DE L'ARMÉE FR ! (Unboxing survie),FastGoodCuisine,26, Howto & Style,2017-12-13T13:00:01.000Z,328062,16156,3190,2949,False,False,False,FR,0.8351080326682518,0.16489196733174816,5.064576802507837
LU04EzR0Kv4,2017-11-23,"DIY DEKO IDEEN für WEIHNACHTEN - EINFACH, SCHNELL & GÜNSTIG! TheBeauty2go",TheBeauty2go,26, Howto & Style,2017-11-22T13:00:05.000Z,73430,7545,125,409,False,False,False,DE,0.983702737940026,0.016297262059973925,60.36
LYXVJyYDBYw,2017-12-05,"EVENING ROUTINE 😚💤 Cooking, Skincare & Sleep Hacks!",Shaaanxo,26, Howto & Style,2017-12-04T20:00:03.000Z,69658,6391,65,412,False,False,False,CA,0.9899318463444857,0.01006815365551425,98.32307692307693
LZXzTBufsN8,2017-12-02,Glossy Talk Special: Funny Outtakes mit MRS BELLA,Maybelline New York DE,26, Howto & Style,2017-12-01T13:59:55.000Z,6649,466,10,240,False,False,False,DE,0.9789915966386554,0.02100840336134454,46.6
LvNZbbx0GGo,2017-11-24,Spaghetti BOLOGNESE SAUCE im Thermomix selber machen,Einfach Thermomix,26, Howto & Style,2017-11-23T17:00:02.000Z,5761,194,2,18,False,False,False,DE,0.9897959183673469,0.01020408163265306,97.0
Lydh_saD9EQ,2018-01-05,"Update | Grieving, Future Plans, New Tattoo",Erin Noelle,26, Howto & Style,2017-12-30T20:05:40.000Z,258088,11800,113,1260,False,False,False,USA,0.9905145639217662,0.009485436078233862,104.42477876106194
Lz7dya576HY,2017-11-18,Why a New York Ice Cream Shop is Releasing Ham Ice Cream — The Meat Show,Eater,26, Howto & Style,2017-11-13T15:00:03.000Z,35125,627,43,64,False,False,False,USA,0.935820895522388,0.06417910447761194,14.581395348837209
M-MT0hvxF7k,2017-12-11,EMILY AWARDS: Best Primers & Foundations 2017,emilynoel83,26, Howto & Style,2017-12-10T19:06:06.000Z,50983,6593,33,764,False,False,False,CA,0.9950196196800483,0.004980380319951705,199.78787878787878
M5WADaDvPnA,2017-11-25,DIY NOËL ┋ 10 ASTUCES & DECO ETONNANTES !! PAS CHER & FACILE CHRISTMAS HACK français,By Isnata,26, Howto & Style,2017-11-24T16:56:14.000Z,16705,1599,20,114,False,False,False,FR,0.9876466954910439,0.012353304508956145,79.95
M5zO1XSmOg4,2017-12-06,ORGANISING MY MUM'S CLOSET! | Vlogmas Day 4,Amelia Liana,26, Howto & Style,2017-12-05T16:54:56.000Z,35215,1235,44,136,False,False,False,CA,0.965598123534011,0.03440187646598905,28.068181818181817
M5zO1XSmOg4,2017-12-07,ORGANISING MY MUM'S CLOSET! | Vlogmas Day 4,Amelia Liana,26, Howto & Style,2017-12-05T16:54:56.000Z,67575,1729,100,178,False,False,False,GB,0.9453253143794423,0.05467468562055768,17.29
M8WmFg_NZc0,2017-11-24,25 ASTUCES PHOTOS INSTAGRAM QUE TOUT LE MONDE DEVRAIT CONNAÎTRE,Troom Troom FR,26, Howto & Style,2017-11-22T13:00:02.000Z,487179,10671,1313,1091,False,False,False,FR,0.8904372496662216,0.10956275033377837,8.127189642041127
M9-h8vH9G_0,2017-11-23,LE MEILLEUR CHOCOLAT CHAUD DE TA VIE !!! (sans laitage ou sucre raffiné !),Alys BOUCHER,26, Howto & Style,2017-11-22T06:00:00.000Z,13602,1010,20,143,False,False,False,FR,0.9805825242718447,0.019417475728155338,50.5
MB5LAU5z9gk,2017-11-16,Caldo Verde - Portuguese Sausage Kale Soup - Food Wishes,Food Wishes,26, Howto & Style,2017-11-15T00:09:44.000Z,99466,5578,50,618,False,False,False,CA,0.9911158493248046,0.008884150675195452,111.56
MCw_kIGzLQI,2017-12-03,16 BRICOLAGES POUR TON BUREAU DONT TU NE POURRAS PLUS TE PASSER,BRICO SYMPA,26, Howto & Style,2017-12-02T19:00:01.000Z,3065,96,4,11,False,False,False,FR,0.96,0.04,24.0
MDqN_FT6l-Y,2018-01-03,❥ 709 - ELLE EST TROP DÉÇUE ! 😕 | Milababychou Vlog,Milababychou,26, Howto & Style,2018-01-02T17:07:50.000Z,110285,7538,111,572,False,False,False,FR,0.9854882991240685,0.014511700875931495,67.90990990990991
MH_QYZnYBn4,2017-12-29,Le journal d'Emy LTR volume 2,Emy LTR,26, Howto & Style,2017-12-28T16:00:01.000Z,125159,13419,66,595,False,False,False,FR,0.9951056729699667,0.00489432703003337,203.3181818181818
MIumK4jMxTg,2017-12-02,So werden deine Augenbrauen und Wimpern innerhalb kürzester Zeit dicker und dichter!,Gesundheitsblatt,26, Howto & Style,2017-12-01T17:00:03.000Z,7162,596,10,23,False,False,False,DE,0.9834983498349835,0.0165016501650165,59.6
MIwDUVo6VNc,2018-01-05,CHIT CHAT VOIX OFF MAKEUP (MON CHANGEMENT DE VIE),Manuela,26, Howto & Style,2018-01-04T16:30:01.000Z,8304,969,23,88,False,False,False,FR,0.9768145161290323,0.023185483870967742,42.130434782608695
MKJh3EP6GJA,2018-01-02,Making McDonald's Best Items and Breaking My FAST FOOD ADDICTION,Brothers Green Eats,26, Howto & Style,2018-01-01T14:00:02.000Z,46034,1765,48,151,False,False,False,CA,0.9735245449531164,0.026475455046883617,36.770833333333336
MPnxZjpFf0c,2017-12-06,10 individuelle DIY Weihnachtskarten basteln | VERLOSUNG #WirMachenWeihnachten,DIY Eule,26, Howto & Style,2017-12-05T11:00:02.000Z,4252,299,11,217,False,False,False,DE,0.964516129032258,0.035483870967741936,27.181818181818183
MR2P2oOQYc8,2017-11-26,Explosion de l’ethereum – Des nouveaux riches ces prochains mois ?,Cédric Froment,26, Howto & Style,2017-11-25T07:07:15.000Z,5013,90,7,10,False,False,False,FR,0.9278350515463918,0.07216494845360824,12.857142857142858
MSTAh7HOCYE,2017-12-18,Röstzwiebeln selber machen in der Pfanne | Rezept für HotDog | Zutaten,Beas Rezepte und Ideen,26, Howto & Style,2017-12-17T09:27:27.000Z,4436,367,12,94,False,False,False,DE,0.9683377308707124,0.0316622691292876,30.583333333333332
MSXHlVrPXZo,2017-12-23,LA MEILLEURE BOISSON POUR NOËL (Recette facile et rapide),FastGoodCuisine,26, Howto & Style,2017-12-22T17:00:03.000Z,43954,3131,94,366,False,False,False,FR,0.9708527131782946,0.029147286821705427,33.308510638297875
MTdy-8PGUcQ,2017-11-22,Spritzgebäck Rezept | Ohne Fleischwolf mit Spritzbeutel | Keks-Klassiker backen,Beas Rezepte und Ideen,26, Howto & Style,2017-11-21T17:29:05.000Z,6239,458,9,139,False,False,False,DE,0.9807280513918629,0.019271948608137045,50.888888888888886
MYmQlBpF5e0,2017-12-17,UK vs JAPAN School Lunches! with Dan and Phil,AmazingPhil,26, Howto & Style,2017-12-11T19:41:44.000Z,1223851,130159,441,16570,False,False,False,USA,0.9966232771822359,0.0033767228177641654,295.1451247165533
MinMFqAxWi8,2017-11-28,"J'ANALYSE LE STYLE DE CES YOUTUBERS ! (SHERA KERIENSKI, CHLOÉ B, BIRDYY, LOUIS CZNV, GLOOMY SARAH..)",GaelOuPas !,26, Howto & Style,2017-11-26T17:00:03.000Z,37967,2927,152,284,False,False,False,FR,0.9506333225073076,0.04936667749269243,19.25657894736842
MjHir4H-7CE,2017-12-14,MOST HONEST Q&A | PART 2,Sahlt,26, Howto & Style,2017-12-13T02:43:53.000Z,87650,4897,97,658,False,False,False,CA,0.9805766920304365,0.019423307969563475,50.48453608247423
MlbzsgnWUaM,2017-12-11,Quoi de neuf chez PRIMARK? (DEC2017),Yas & Nab,26, Howto & Style,2017-12-09T18:30:00.000Z,20775,761,20,63,False,False,False,FR,0.9743918053777209,0.02560819462227913,38.05
MoIXKiQkmdY,2017-11-19,Häkeln mit Caron Cake Wolle | Einfache Schal Anleitung für Anfänger | Winter Schal mit bunter Wolle,Tolle Wolle,26, Howto & Style,2017-11-18T09:00:03.000Z,7292,440,8,30,False,False,False,DE,0.9821428571428571,0.017857142857142856,55.0
MwyxKUsQSOc,2017-12-08,18 Pet Hacks / Awesome Life Hacks For Cats And Dogs,Troom Troom,26, Howto & Style,2017-12-07T20:00:03.000Z,370337,9077,391,1360,False,False,False,CA,0.9587029995775243,0.04129700042247571,23.214833759590793
MyEqfBkzESU,2017-11-24,EXTREME GOLDEN TAN TRANSFORMATION,John Maclean,26, Howto & Style,2017-11-10T20:40:44.000Z,488652,11133,3382,3641,False,False,False,GB,0.7669996555287634,0.23300034447123666,3.29183914843288
MyEqfBkzESU,2017-11-16,EXTREME GOLDEN TAN TRANSFORMATION,John Maclean,26, Howto & Style,2017-11-10T20:40:44.000Z,390261,9474,3091,3207,False,False,False,USA,0.7539992041384799,0.2460007958615201,3.0650274991912
N-OyG5tUBZ0,2017-12-13,"Party Outfits - Weihnachtsfeier, Silvester - Lookbook | funnypilgrim",funnypilgrim,26, Howto & Style,2017-12-10T18:00:04.000Z,28787,2919,84,349,False,False,False,DE,0.972027972027972,0.027972027972027972,34.75
NQwD3yUdsaE,2017-12-28,"CHRISTIAN MALANGA A KINSHASA TO LOKUTA,BRUNO TSHIBALA ENNEMI YA PEUPLE",MAITRE DONA CONGOSUKISATV,26, Howto & Style,2017-12-27T11:07:25.000Z,12077,94,36,66,False,False,False,FR,0.7230769230769231,0.27692307692307694,2.611111111111111
NWGguhHrzpw,2017-12-14,"WEEKEND MADNESS, PODCASTS I'M LISTENING TO & SNOW! | VLOGMAS",SamanthaMariaVlogs,26, Howto & Style,2017-12-10T17:00:03.000Z,81992,4298,64,673,False,False,False,GB,0.9853278312700596,0.014672168729940394,67.15625
NYizLfEYKuY,2017-11-27,This Is the Most Expensive Steak in New York City — The Meat Show,Eater,26, Howto & Style,2017-11-20T15:00:03.000Z,195525,2205,148,231,False,False,False,USA,0.9371015724606885,0.06289842753931152,14.89864864864865
Naz3lZXpNqo,2017-11-18,5 Grilled Cheese Recipes,Tasty,26, Howto & Style,2017-11-17T02:00:42.000Z,288958,9031,235,425,False,False,False,CA,0.9746384631987913,0.02536153680120872,38.42978723404255
NcVxrr_q3Hw,2017-11-22,George Durack | Remembrance Sunday | You Can't Forget,Official Jeremy Corbyn Channel,26, Howto & Style,2017-11-12T07:37:46.000Z,1583,90,12,37,False,False,False,GB,0.8823529411764706,0.11764705882352941,7.5
NiVUJtM4s3c,2017-12-10,Our FAVORITE Beauty Products of 2017! (Beauty Break),Clevver Style,26, Howto & Style,2017-12-09T16:00:02.000Z,154183,6062,37,554,False,False,False,CA,0.9939334317101164,0.006066568289883587,163.83783783783784
NjEY5C-EPWY,2018-01-03,a dollar store outfit? DOLLAR STORE CHALLENGE,TheSorryGirls,26, Howto & Style,2018-01-02T16:00:01.000Z,54555,3271,183,243,False,False,False,CA,0.9470179502026635,0.05298204979733642,17.87431693989071
Nk5yOFCsNeE,2017-12-15,$360 KYLIE COSMETICS BRUSHES TESTED! HONEST AF REVIEW!,Manny Mua,26, Howto & Style,2017-12-12T20:59:48.000Z,2144580,117050,2506,107150,False,False,False,CA,0.9790391113787681,0.020960888621231893,46.70790103750998
Nk5yOFCsNeE,2017-12-19,$360 KYLIE COSMETICS BRUSHES TESTED! HONEST AF REVIEW!,Manny Mua,26, Howto & Style,2017-12-12T20:59:48.000Z,3096627,143831,3274,104113,False,False,False,USA,0.9777437884504265,0.022256211549573433,43.93127672571778
NpvgpO2VPcU,2018-01-04,Chai Tea Latte - YouCook,YouCook Cuisine,26, Howto & Style,2018-01-03T16:30:01.000Z,38351,3020,29,145,False,False,False,FR,0.9904886848146933,0.009511315185306658,104.13793103448276
Nr2a_XCrs-I,2018-01-05,Escape game with Emma CakeCup et Lufy ! 🔑,RimmelLondon France,26, Howto & Style,2018-01-03T16:00:01.000Z,45616,2992,9,77,False,False,False,FR,0.9970009996667777,0.002999000333222259,332.44444444444446
NuKHa6c2LuU,2017-12-07,Cupcake Jemma Merch is here! | Cupcake Jemma,CupcakeJemma,26, Howto & Style,2017-11-28T18:33:02.000Z,42855,2396,55,273,False,False,False,GB,0.9775601795185639,0.022439820481436147,43.56363636363636
NvG1FTafzAw,2017-12-17,Makeup Bag Lets You See All Your Products,INSIDER,26, Howto & Style,2017-12-13T17:07:49.000Z,41265,881,25,81,False,False,False,USA,0.9724061810154525,0.02759381898454746,35.24
NwH6rq5TPLI,2018-01-02,RECETTE GALETTE DES ROIS - PÂTE FEUILLETÉE RAPIDE ET FACILE,Carl is cooking,26, Howto & Style,2018-01-01T15:59:27.000Z,8935,1084,12,252,False,False,False,FR,0.9890510948905109,0.010948905109489052,90.33333333333333
NxuwtI5Jp_0,2017-12-04,IT'S NOT GONNA GET ANY BETTER THAN THIS | VLOG 55,Inthefrow,26, Howto & Style,2017-11-30T19:00:09.000Z,50487,2251,78,354,False,False,False,GB,0.9665092314297982,0.03349076857020181,28.858974358974358
O2nnEYIg7y0,2017-12-18,16 ASTUCES MANUCURE,Troom Troom FR,26, Howto & Style,2017-12-17T11:00:04.000Z,241031,6940,222,621,False,False,False,FR,0.9690030717676626,0.030996928232337337,31.26126126126126
O65fJQFnvJI,2018-01-03,27 LIFE HACKS THAT WILL SAVE YOU THOUSANDS,5-Minute Crafts,26, Howto & Style,2018-01-02T08:30:04.000Z,1182665,14716,1235,1123,False,False,False,DE,0.9225753871230644,0.07742461287693561,11.91578947368421
O6Bcz716kbM,2017-12-04,Lil Peep Memorial (Full Live stream),NuclearKnives,26, Howto & Style,2017-12-02T21:23:41.000Z,307840,10105,200,2149,False,False,False,CA,0.9805919456574479,0.019408054342552158,50.525
O9CBi-HVHyQ,2017-11-21,Das verrät deine Haarlänge über deine Persönlichkeit,Generation Sonnenschein,26, Howto & Style,2017-11-20T16:30:01.000Z,6124,251,8,51,False,False,False,DE,0.9691119691119691,0.03088803088803089,31.375
O9zZp657j3Q,2017-11-28,Astuces Organisation & Deco Bureau : Rangement DIY / MY DESK TOUR,Séverine Jenny,26, Howto & Style,2017-11-27T17:04:52.000Z,15078,1795,14,344,False,False,False,FR,0.992260917634052,0.007739082365948038,128.21428571428572
OBAyOkZBQq0,2017-11-30,Wie du bis zu 1 Kg Gewicht am Tag verlieren kannst!,Gesundheitsblatt,26, Howto & Style,2017-11-29T17:00:01.000Z,10333,838,31,30,False,False,False,DE,0.9643268124280783,0.03567318757192175,27.032258064516128
ODLwIlXK-9o,2017-12-22,How Masterchef Hugo Ortega Went from Dishwasher to James Beard Award Winner — SFA,Eater,26, Howto & Style,2017-12-17T17:00:04.000Z,26214,726,22,65,False,False,False,USA,0.9705882352941176,0.029411764705882353,33.0
ODv0MbmyB9E,2017-12-12,c'est l'histoire de mes mains,ELO,26, Howto & Style,2017-12-11T17:34:44.000Z,9875,1526,22,90,False,False,False,FR,0.9857881136950905,0.014211886304909561,69.36363636363636
OGdfc7MA_qY,2017-12-20,L.A. Vlog • Thrifting with Damon and Jo!,LaMadelynn,26, Howto & Style,2017-12-14T20:00:31.000Z,26800,1932,15,99,False,False,False,USA,0.9922958397534669,0.007704160246533128,128.8
OKOth1kk0jY,2017-12-01,Comment faire des cristaux ? Diy arbre magique ! test jouets #3┃Reva ytb,Reva Ytb,26, Howto & Style,2017-11-30T17:04:41.000Z,22688,1238,29,168,False,False,False,FR,0.9771112865035517,0.022888713496448304,42.689655172413794
OKmQrsDHpH4,2017-12-07,Holiday Cheese Board - Food Wishes,Food Wishes,26, Howto & Style,2017-12-06T02:19:58.000Z,123312,5314,93,723,False,False,False,CA,0.9828000739781765,0.01719992602182356,57.13978494623656
OKoL852K9uA,2017-11-16,ICE PRIMER? DOES IT WORK?!,mayratouchofglam,26, Howto & Style,2017-11-11T05:23:36.000Z,122772,3912,298,403,False,False,False,USA,0.9292161520190024,0.07078384798099763,13.12751677852349
OKx7M8IylZk,2017-12-27,Schau welche gesundheitlichen Vorteile Kurkuma für deinen Körper hat!,Gesundheitsblatt,26, Howto & Style,2017-12-26T17:00:03.000Z,6542,485,3,15,False,False,False,DE,0.9938524590163934,0.006147540983606557,161.66666666666666
OUQr8lG45AU,2017-12-18,The Tastiest Pizza I've Ever Eaten,Tasty,26, Howto & Style,2017-12-16T16:00:43.000Z,470346,12178,368,1263,False,False,False,CA,0.9706679419735373,0.029332058026462618,33.09239130434783
OWvCCu2t6Ts,2017-11-16,SO Much To Tell You | 32 Weeks Pregnant | MOTHERHOOD,Sprinkleofglitter,26, Howto & Style,2017-11-10T16:59:50.000Z,255394,10422,272,641,False,False,False,GB,0.9745651767346175,0.025434823265382458,38.31617647058823
Oh4nVfbw1OM,2017-11-24,ON FAIT DU SHOPPING AVEC TAKE A MIC & IL FAIT UNE TENUE A 555EUROS CHEZ BLACKRAINBOW - PARLONS STYLE,CaminoTV,26, Howto & Style,2017-11-23T19:05:57.000Z,17303,2274,15,192,False,False,False,FR,0.9934469200524246,0.00655307994757536,151.6
OjRTTBhCTKw,2017-11-17,♡ Night Routine 🍂 (Automne Edition),elsamakeup,26, Howto & Style,2017-11-15T16:00:01.000Z,114968,8206,259,569,False,False,False,FR,0.9694034258712345,0.030596574128765507,31.683397683397683
OlJykKOuank,2017-11-21,How to Make Mini Nutella Pies! | Cupcake Jemma,CupcakeJemma,26, Howto & Style,2017-11-16T18:30:00.000Z,83038,4116,35,103,False,False,False,USA,0.9915682967959528,0.008431703204047217,117.6
OzUXJXeHzSk,2017-12-04,16 Hacks To Make Your Life Easier,Troom Troom,26, Howto & Style,2017-12-01T20:00:03.000Z,1657044,19649,1107,1912,False,False,False,CA,0.9466660242821353,0.05333397571786471,17.74977416440831
P0w8415d93Q,2017-12-21,AVEC UN NEZ ROUGE !,Yoko-Nailart,26, Howto & Style,2017-12-20T16:00:03.000Z,37761,3793,45,227,False,False,False,FR,0.9882751433038041,0.011724856696195935,84.28888888888889
